Contact Form 7,https://wordpress.org/plugins/contact-form-7/,1567,2019-02-16
Yoast SEO,https://wordpress.org/plugins/wordpress-seo/,25308,2019-02-16
Akismet Anti-Spam,https://wordpress.org/plugins/akismet/,794,2019-02-16
Jetpack by WordPress.com,https://wordpress.org/plugins/jetpack/,1362,2019-02-16
